Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank,Package Energy (uJ/op),Package Energy (uJ/iter)
SpanJson_Deserialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,156.6 ns",1.53 ns,1.43 ns,"862,256",15.00,0.58,Faster,0.00,1,97.63 uj,84177913.60 uj
STJ_Deserialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,980.3 ns",4.80 ns,4.49 ns,"505,968",15.00,1.00,Baseline,0.00,2,175.62 uj,88859513.47 uj
Utf8Json_Deserialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,000.5 ns",3.39 ns,3.17 ns,"499,712",15.00,1.01,Same,0.00,2,168.51 uj,84204903.20 uj
Jil_Deserialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,263.3 ns",4.70 ns,4.39 ns,"442,656",15.00,1.14,Slower,0.00,3,193.40 uj,85607467.27 uj
Newtonsoft_Deserialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,689.4 ns",3.25 ns,3.04 ns,"270,960",15.00,1.86,Slower,0.00,4,319.65 uj,86612477.67 uj
SpanJson_Serialize_Large,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"163,618.0 ns",880.08 ns,823.23 ns,"6,093",15.00,0.86,Faster,0.00,1,12040.26 uj,73361294.87 uj
STJ_Serialize_Large,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"189,851.5 ns",352.60 ns,329.82 ns,"5,296",15.00,1.00,Baseline,0.00,2,17542.24 uj,92903729.40 uj
Jil_Serialize_Large,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"283,887.2 ns",239.72 ns,224.24 ns,"3,529",15.00,1.50,Slower,0.00,3,24052.58 uj,84881545.60 uj
Utf8Json_Serialize_Large,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"286,435.5 ns",525.25 ns,491.32 ns,"3,504",15.00,1.51,Slower,0.00,3,27362.23 uj,95877269.33 uj
Newtonsoft_Serialize_Large,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"292,991.7 ns",419.86 ns,392.74 ns,"3,408",15.00,1.54,Slower,0.00,4,24399.64 uj,83153974.20 uj
Jil_Serialize_Medium,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,238.0 ns",83.64 ns,78.24 ns,"26,900",15.00,0.78,Faster,0.00,1,3193.31 uj,85900170.60 uj
SpanJson_Serialize_Medium,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"40,342.3 ns",147.01 ns,137.51 ns,"24,775",15.00,0.85,Faster,0.01,2,2572.84 uj,63742101.60 uj
STJ_Serialize_Medium,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"47,607.4 ns",269.27 ns,251.88 ns,"20,960",15.00,1.00,Baseline,0.01,3,4119.86 uj,86352354.73 uj
Newtonsoft_Serialize_Medium,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"52,302.2 ns",146.13 ns,136.69 ns,"19,184",15.00,1.10,Slower,0.01,4,4464.64 uj,85649650.53 uj
Utf8Json_Serialize_Medium,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"57,598.7 ns",967.91 ns,905.38 ns,"17,520",15.00,1.21,Slower,0.02,5,4649.38 uj,81457087.33 uj
Utf8Json_Serialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,892.1 ns,2.43 ns,2.27 ns,"1,109,392",15.00,0.72,Faster,0.00,1,76.52 uj,84891396.40 uj
SpanJson_Serialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,193.9 ns",2.74 ns,2.56 ns,"834,240",15.00,0.96,Faster,0.00,2,78.20 uj,65240742.87 uj
STJ_Serialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,241.2 ns",1.77 ns,1.65 ns,"806,912",15.00,1.00,Baseline,0.00,3,110.49 uj,89153816.07 uj
Jil_Serialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,733.6 ns",2.83 ns,2.65 ns,"579,306",15.00,1.40,Slower,0.00,4,153.82 uj,89109814.13 uj
Newtonsoft_Serialize_Small,Overhead-Fixed-Energy-8,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,211.2 ns",2.69 ns,2.52 ns,"451,664",15.00,1.78,Slower,0.00,5,194.19 uj,87709610.20 uj
