Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank,Package Energy (uJ/op),Package Energy (uJ/iter)
SpanJson_Deserialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,161.5 ns",1.18 ns,1.11 ns,"857,152",15.00,0.58,Faster,0.00,1,98.93 uj,84797305.00 uj
STJ_Deserialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,986.1 ns",3.38 ns,3.16 ns,"502,768",15.00,1.00,Baseline,0.00,2,178.28 uj,89635769.00 uj
Utf8Json_Deserialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,045.3 ns",2.94 ns,2.75 ns,"488,576",15.00,1.03,Same,0.00,3,173.10 uj,84570950.73 uj
Jil_Deserialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,272.9 ns",2.15 ns,2.01 ns,"439,533",15.00,1.14,Slower,0.00,4,194.46 uj,85470667.33 uj
Newtonsoft_Deserialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,630.3 ns",6.34 ns,5.93 ns,"275,376",15.00,1.83,Slower,0.00,5,315.39 uj,86850408.47 uj
SpanJson_Serialize_Large,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"163,380.6 ns",601.59 ns,562.73 ns,"6,117",15.00,0.86,Faster,0.00,1,12040.05 uj,73648989.67 uj
STJ_Serialize_Large,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"189,841.5 ns",334.92 ns,313.29 ns,"5,296",15.00,1.00,Baseline,0.00,2,17608.57 uj,93254998.13 uj
Utf8Json_Serialize_Large,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"278,683.4 ns",933.57 ns,873.26 ns,"3,584",15.00,1.47,Slower,0.01,3,27312.90 uj,97889430.33 uj
Jil_Serialize_Large,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"284,342.6 ns",589.58 ns,551.49 ns,"3,528",15.00,1.50,Slower,0.00,3,24399.52 uj,86081497.53 uj
Newtonsoft_Serialize_Large,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"297,834.9 ns",527.13 ns,493.08 ns,"3,360",15.00,1.57,Slower,0.00,4,24798.81 uj,83323997.40 uj
Jil_Serialize_Medium,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,316.2 ns",105.27 ns,98.47 ns,"26,737",15.00,0.79,Faster,0.00,1,3204.66 uj,85682869.73 uj
SpanJson_Serialize_Medium,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"39,295.8 ns",179.52 ns,167.92 ns,"25,292",15.00,0.83,Faster,0.00,2,2533.44 uj,64075780.07 uj
STJ_Serialize_Medium,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"47,101.8 ns",59.11 ns,55.29 ns,"21,248",15.00,1.00,Baseline,0.00,3,4099.29 uj,87101697.47 uj
Newtonsoft_Serialize_Medium,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"54,149.7 ns",147.73 ns,138.18 ns,"18,544",15.00,1.15,Slower,0.00,4,4607.54 uj,85442278.07 uj
Utf8Json_Serialize_Medium,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"57,264.0 ns",977.62 ns,914.47 ns,"17,552",15.00,1.22,Slower,0.02,5,4597.01 uj,80686634.20 uj
Utf8Json_Serialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,948.0 ns,1.53 ns,1.43 ns,"1,057,168",15.00,0.73,Faster,0.00,1,81.56 uj,86220287.20 uj
SpanJson_Serialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,203.1 ns",2.89 ns,2.71 ns,"826,608",15.00,0.93,Faster,0.00,2,78.87 uj,65193062.20 uj
STJ_Serialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,298.5 ns",1.01 ns,0.94 ns,"770,624",15.00,1.00,Baseline,0.00,3,116.21 uj,89551105.53 uj
Jil_Serialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,718.9 ns",5.51 ns,5.16 ns,"582,719",15.00,1.32,Slower,0.00,4,153.72 uj,89573135.00 uj
Newtonsoft_Serialize_Small,Overhead-Fixed-Energy-7,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,196.0 ns",15.01 ns,14.04 ns,"457,104",15.00,1.69,Slower,0.01,5,193.04 uj,88240667.47 uj
