Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank,Package Energy (uJ/op),Package Energy (uJ/iter)
SpanJson_Deserialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,158.4 ns",1.90 ns,1.77 ns,"859,888",15.00,0.59,Faster,0.00,1,98.58 uj,84768073.20 uj
STJ_Deserialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,979.4 ns",2.36 ns,2.21 ns,"504,528",15.00,1.00,Baseline,0.00,2,175.06 uj,88320558.20 uj
Utf8Json_Deserialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,026.5 ns",3.26 ns,3.05 ns,"492,240",15.00,1.02,Same,0.00,3,170.88 uj,84115100.53 uj
Jil_Deserialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,270.1 ns",4.92 ns,4.60 ns,"440,725",15.00,1.15,Slower,0.00,4,192.43 uj,84808885.27 uj
Newtonsoft_Deserialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,463.2 ns",3.89 ns,3.64 ns,"288,416",15.00,1.75,Slower,0.00,5,301.09 uj,86838872.80 uj
SpanJson_Serialize_Large,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"164,772.9 ns",811.07 ns,758.68 ns,"6,121",15.00,0.88,Faster,0.00,1,12083.24 uj,73961488.67 uj
STJ_Serialize_Large,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"187,358.2 ns",320.96 ns,300.22 ns,"5,376",15.00,1.00,Baseline,0.00,2,17420.14 uj,93650663.73 uj
Jil_Serialize_Large,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"283,792.0 ns",457.66 ns,428.09 ns,"3,533",15.00,1.51,Slower,0.00,3,24357.10 uj,86053616.80 uj
Utf8Json_Serialize_Large,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"293,936.6 ns","2,759.74 ns","2,581.47 ns","3,424",15.00,1.57,Slower,0.01,4,27919.93 uj,95597830.67 uj
Newtonsoft_Serialize_Large,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"303,014.1 ns",531.90 ns,497.54 ns,"3,312",15.00,1.62,Slower,0.00,5,25524.94 uj,84538614.27 uj
Jil_Serialize_Medium,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,228.5 ns",72.11 ns,67.45 ns,"26,936",15.00,0.78,Faster,0.00,1,3165.23 uj,85258676.53 uj
SpanJson_Serialize_Medium,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"40,317.4 ns",269.33 ns,251.94 ns,"25,034",15.00,0.85,Faster,0.01,2,2573.21 uj,64417644.87 uj
STJ_Serialize_Medium,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"47,556.1 ns",81.66 ns,76.39 ns,"21,040",15.00,1.00,Baseline,0.00,3,4140.68 uj,87119898.33 uj
Newtonsoft_Serialize_Medium,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"52,730.8 ns",141.05 ns,131.94 ns,"19,056",15.00,1.11,Slower,0.00,4,4494.15 uj,85640442.33 uj
Utf8Json_Serialize_Medium,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"59,820.6 ns","1,289.34 ns","1,206.05 ns","16,768",15.00,1.26,Slower,0.02,5,4872.58 uj,81703440.80 uj
Utf8Json_Serialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,965.2 ns,1.19 ns,1.11 ns,"1,040,880",15.00,0.75,Faster,0.00,1,83.46 uj,86869984.47 uj
SpanJson_Serialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,194.9 ns",3.63 ns,3.40 ns,"833,584",15.00,0.93,Faster,0.00,2,78.77 uj,65664378.60 uj
STJ_Serialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,287.0 ns",0.67 ns,0.62 ns,"780,544",15.00,1.00,Baseline,0.00,3,113.40 uj,88511357.93 uj
Jil_Serialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,718.5 ns",2.80 ns,2.62 ns,"585,363",15.00,1.34,Slower,0.00,4,151.98 uj,88964490.00 uj
Newtonsoft_Serialize_Small,Overhead-Fixed-Energy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,236.8 ns",8.40 ns,7.86 ns,"450,208",15.00,1.74,Slower,0.01,5,198.33 uj,89288072.93 uj
