Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank
SpanJson_Deserialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,164.5 ns",2.19 ns,2.05 ns,"859,104",15.00,0.59,Faster,0.00,1
STJ_Deserialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,963.4 ns",5.26 ns,4.92 ns,"510,352",15.00,1.00,Baseline,0.00,2
Utf8Json_Deserialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,999.1 ns",3.96 ns,3.70 ns,"498,800",15.00,1.02,Same,0.00,2
Jil_Deserialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,239.0 ns",3.34 ns,3.13 ns,"446,906",15.00,1.14,Slower,0.00,3
Newtonsoft_Deserialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,520.3 ns",8.62 ns,8.07 ns,"283,984",15.00,1.79,Slower,0.01,4
SpanJson_Serialize_Large,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"158,705.1 ns","1,921.60 ns","1,797.47 ns","6,267",15.00,0.86,Faster,0.01,1
STJ_Serialize_Large,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"185,564.1 ns",280.68 ns,262.55 ns,"5,408",15.00,1.00,Baseline,0.00,2
Utf8Json_Serialize_Large,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"276,697.8 ns","1,326.70 ns","1,240.99 ns","3,616",15.00,1.49,Slower,0.01,3
Jil_Serialize_Large,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"281,366.1 ns",225.87 ns,211.28 ns,"3,555",15.00,1.52,Slower,0.00,3
Newtonsoft_Serialize_Large,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"311,833.9 ns",255.26 ns,238.77 ns,"3,216",15.00,1.68,Slower,0.00,4
Jil_Serialize_Medium,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,857.2 ns",62.34 ns,58.31 ns,"26,470",15.00,0.82,Faster,0.00,1
SpanJson_Serialize_Medium,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"39,712.9 ns",596.64 ns,558.10 ns,"26,040",15.00,0.86,Faster,0.01,1
STJ_Serialize_Medium,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"46,422.0 ns",86.73 ns,81.13 ns,"21,456",15.00,1.00,Baseline,0.00,2
Newtonsoft_Serialize_Medium,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"51,645.7 ns",159.85 ns,149.52 ns,"19,360",15.00,1.11,Slower,0.00,3
Utf8Json_Serialize_Medium,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"59,997.2 ns","1,052.64 ns",984.64 ns,"16,800",15.00,1.29,Slower,0.02,4
Utf8Json_Serialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,872.5 ns,1.00 ns,0.94 ns,"1,136,048",15.00,0.71,Faster,0.00,1
SpanJson_Serialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,200.4 ns",2.39 ns,2.23 ns,"829,808",15.00,0.98,Same,0.00,2
STJ_Serialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,227.1 ns",1.33 ns,1.24 ns,"812,960",15.00,1.00,Baseline,0.00,2
Jil_Serialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,745.2 ns",3.07 ns,2.87 ns,"575,149",15.00,1.42,Slower,0.00,3
Newtonsoft_Serialize_Small,Overhead-Fixed-NoEnergy-5,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,182.0 ns",2.19 ns,2.05 ns,"459,536",15.00,1.78,Slower,0.00,4
