Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank,Package Energy (uJ/op),Package Energy (uJ/iter)
SpanJson_Deserialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,172.3 ns",1.47 ns,1.38 ns,"852,880",15.00,0.59,Faster,0.00,1,98.81 uj,84270198.67 uj
STJ_Deserialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,999.5 ns",3.84 ns,3.59 ns,"500,512",15.00,1.00,Baseline,0.00,2,179.16 uj,89673256.87 uj
Utf8Json_Deserialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,024.0 ns",3.48 ns,3.26 ns,"493,840",15.00,1.01,Same,0.00,2,171.98 uj,84931215.73 uj
Jil_Deserialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,255.8 ns",3.40 ns,3.18 ns,"444,482",15.00,1.13,Slower,0.00,3,192.61 uj,85610380.67 uj
Newtonsoft_Deserialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,460.3 ns",7.02 ns,6.57 ns,"289,152",15.00,1.73,Slower,0.00,4,300.34 uj,86845285.53 uj
SpanJson_Serialize_Large,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"162,465.2 ns","1,414.87 ns","1,323.47 ns","6,182",15.00,0.85,Faster,0.01,1,11952.49 uj,73890285.33 uj
STJ_Serialize_Large,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"190,933.6 ns","2,090.25 ns","1,955.22 ns","5,296",15.00,1.00,Baseline,0.01,2,17563.39 uj,93015704.20 uj
Utf8Json_Serialize_Large,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"278,780.7 ns","1,249.14 ns","1,168.45 ns","3,616",15.00,1.46,Slower,0.02,3,27256.49 uj,98559452.33 uj
Jil_Serialize_Large,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"283,697.1 ns",171.55 ns,160.47 ns,"3,530",15.00,1.49,Slower,0.01,3,24415.22 uj,86185720.87 uj
Newtonsoft_Serialize_Large,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"306,099.8 ns",320.91 ns,300.18 ns,"3,248",15.00,1.60,Slower,0.02,4,25129.51 uj,81620661.13 uj
Jil_Serialize_Medium,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,397.6 ns",108.60 ns,101.58 ns,"26,745",15.00,0.81,Faster,0.00,1,3212.02 uj,85905431.93 uj
SpanJson_Serialize_Medium,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"39,176.8 ns",81.82 ns,76.53 ns,"25,466",15.00,0.85,Faster,0.00,2,2527.43 uj,64363633.33 uj
STJ_Serialize_Medium,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"46,286.1 ns",103.97 ns,97.26 ns,"21,712",15.00,1.00,Baseline,0.00,3,4001.00 uj,86869817.47 uj
Newtonsoft_Serialize_Medium,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"52,438.9 ns",147.81 ns,138.26 ns,"19,120",15.00,1.13,Slower,0.00,4,4486.83 uj,85788220.40 uj
Utf8Json_Serialize_Medium,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"57,813.5 ns","1,131.13 ns","1,058.06 ns","17,680",15.00,1.25,Slower,0.02,5,4660.78 uj,82402523.47 uj
Utf8Json_Serialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,961.8 ns,2.55 ns,2.38 ns,"1,041,888",15.00,0.75,Faster,0.00,1,82.33 uj,85783642.60 uj
SpanJson_Serialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,190.0 ns",2.75 ns,2.57 ns,"842,880",15.00,0.93,Faster,0.00,2,78.81 uj,66426103.60 uj
STJ_Serialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,284.9 ns",2.41 ns,2.26 ns,"778,432",15.00,1.00,Baseline,0.00,3,113.57 uj,88407472.00 uj
Jil_Serialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,719.2 ns",4.43 ns,4.14 ns,"583,143",15.00,1.34,Slower,0.00,4,153.61 uj,89574607.87 uj
Newtonsoft_Serialize_Small,Overhead-Fixed-Energy-9,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,187.7 ns",3.99 ns,3.73 ns,"457,616",15.00,1.70,Slower,0.00,5,193.97 uj,88763049.93 uj
