Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank
SpanJson_Deserialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,169.4 ns",1.47 ns,1.37 ns,"853,488",15.00,0.59,Faster,0.00,1
Utf8Json_Deserialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,925.8 ns",8.79 ns,8.22 ns,"519,120",15.00,0.97,Same,0.00,2
STJ_Deserialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,981.4 ns",2.25 ns,2.10 ns,"504,000",15.00,1.00,Baseline,0.00,3
Jil_Deserialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,268.6 ns",1.93 ns,1.80 ns,"440,771",15.00,1.14,Slower,0.00,4
Newtonsoft_Deserialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,555.1 ns",1.42 ns,1.33 ns,"280,192",15.00,1.79,Slower,0.00,5
SpanJson_Serialize_Large,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"160,740.2 ns","1,158.98 ns","1,084.11 ns","6,247",15.00,0.87,Faster,0.01,1
STJ_Serialize_Large,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"185,616.1 ns",559.19 ns,523.07 ns,"5,408",15.00,1.00,Baseline,0.00,2
Jil_Serialize_Large,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"285,914.1 ns",332.05 ns,310.60 ns,"3,502",15.00,1.54,Slower,0.00,3
Utf8Json_Serialize_Large,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"287,819.4 ns","1,613.52 ns","1,509.29 ns","3,488",15.00,1.55,Slower,0.01,3
Newtonsoft_Serialize_Large,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"296,900.6 ns",341.15 ns,319.11 ns,"3,376",15.00,1.60,Slower,0.00,4
Jil_Serialize_Medium,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"38,292.9 ns",45.09 ns,42.18 ns,"26,004",15.00,0.81,Faster,0.00,1
SpanJson_Serialize_Medium,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"40,651.8 ns",341.86 ns,319.77 ns,"25,937",15.00,0.86,Faster,0.01,2
STJ_Serialize_Medium,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"47,127.0 ns",146.25 ns,136.80 ns,"21,008",15.00,1.00,Baseline,0.00,3
Newtonsoft_Serialize_Medium,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"52,257.8 ns",168.71 ns,157.81 ns,"19,152",15.00,1.11,Slower,0.00,4
Utf8Json_Serialize_Medium,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"57,780.7 ns","1,129.23 ns","1,056.28 ns","17,520",15.00,1.23,Slower,0.02,5
Utf8Json_Serialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,870.9 ns,1.32 ns,1.24 ns,"1,148,080",15.00,0.66,Faster,0.00,1
SpanJson_Serialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,221.3 ns",5.41 ns,5.06 ns,"821,968",15.00,0.93,Faster,0.00,2
STJ_Serialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,310.2 ns",1.20 ns,1.12 ns,"763,456",15.00,1.00,Baseline,0.00,3
Jil_Serialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,709.7 ns",3.39 ns,3.17 ns,"586,870",15.00,1.30,Slower,0.00,4
Newtonsoft_Serialize_Small,Overhead-Fixed-NoEnergy-6,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,162.6 ns",2.07 ns,1.94 ns,"463,296",15.00,1.65,Slower,0.00,5
