Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank,Package Energy (uJ/op),Package Energy (uJ/iter)
SpanJson_Deserialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,158.9 ns",1.13 ns,1.06 ns,"860,704",15.00,0.58,Faster,0.00,1,98.91 uj,85133005.40 uj
STJ_Deserialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,982.7 ns",3.84 ns,3.59 ns,"503,440",15.00,1.00,Baseline,0.00,2,177.10 uj,89158447.07 uj
Utf8Json_Deserialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,028.0 ns",3.91 ns,3.66 ns,"492,720",15.00,1.02,Same,0.00,2,172.69 uj,85087961.73 uj
Jil_Deserialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,262.8 ns",2.01 ns,1.88 ns,"441,791",15.00,1.14,Slower,0.00,3,193.16 uj,85334803.67 uj
Newtonsoft_Deserialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,479.3 ns",4.78 ns,4.47 ns,"287,728",15.00,1.75,Slower,0.00,4,306.16 uj,88090944.53 uj
SpanJson_Serialize_Large,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"162,600.8 ns","1,026.40 ns",960.10 ns,"6,166",15.00,0.86,Faster,0.01,1,12026.70 uj,74156629.73 uj
STJ_Serialize_Large,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"189,753.7 ns",276.24 ns,258.40 ns,"5,280",15.00,1.00,Baseline,0.00,2,17718.19 uj,93552067.53 uj
Jil_Serialize_Large,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"285,971.6 ns",202.97 ns,189.85 ns,"3,494",15.00,1.51,Slower,0.00,3,24647.25 uj,86117479.80 uj
Utf8Json_Serialize_Large,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"290,225.1 ns","1,177.09 ns","1,101.05 ns","3,456",15.00,1.53,Slower,0.01,3,28053.75 uj,96953763.87 uj
Newtonsoft_Serialize_Large,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"311,841.7 ns",345.90 ns,323.56 ns,"3,200",15.00,1.64,Slower,0.00,4,25823.10 uj,82633931.67 uj
Jil_Serialize_Medium,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,385.3 ns",103.40 ns,96.72 ns,"26,916",15.00,0.78,Faster,0.00,1,3216.46 uj,86574115.20 uj
SpanJson_Serialize_Medium,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"38,889.1 ns",178.04 ns,166.54 ns,"25,624",15.00,0.82,Faster,0.00,2,2541.27 uj,65117439.87 uj
STJ_Serialize_Medium,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"47,669.4 ns",177.49 ns,166.02 ns,"20,960",15.00,1.00,Baseline,0.00,3,4147.09 uj,86923052.20 uj
Newtonsoft_Serialize_Medium,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"53,866.2 ns",178.43 ns,166.90 ns,"18,544",15.00,1.13,Slower,0.01,4,4616.25 uj,85603695.33 uj
Utf8Json_Serialize_Medium,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"58,543.0 ns","1,827.32 ns","1,709.28 ns","17,456",15.00,1.23,Slower,0.03,5,4742.18 uj,82779544.60 uj
Utf8Json_Serialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,949.9 ns,0.85 ns,0.79 ns,"1,042,688",15.00,0.73,Faster,0.00,1,81.39 uj,84864121.87 uj
SpanJson_Serialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,236.5 ns",3.00 ns,2.81 ns,"805,744",15.00,0.94,Faster,0.00,2,82.00 uj,66072906.20 uj
STJ_Serialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,309.1 ns",1.61 ns,1.50 ns,"765,120",15.00,1.00,Baseline,0.00,3,115.93 uj,88701404.47 uj
Jil_Serialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,737.8 ns",2.77 ns,2.59 ns,"578,478",15.00,1.33,Slower,0.00,4,153.78 uj,88956596.13 uj
Newtonsoft_Serialize_Small,Overhead-Fixed-Energy-3,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,205.0 ns",5.14 ns,4.81 ns,"453,744",15.00,1.68,Slower,0.00,5,193.90 uj,87979173.40 uj
