Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank,Package Energy (uJ/op),Package Energy (uJ/iter)
SpanJson_Deserialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,160.7 ns",2.14 ns,2.00 ns,"862,192",15.00,0.58,Faster,0.00,1,98.46 uj,84888515.67 uj
STJ_Deserialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,993.8 ns",4.25 ns,3.97 ns,"502,560",15.00,1.00,Baseline,0.00,2,176.43 uj,88664840.47 uj
Utf8Json_Deserialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,005.7 ns",5.39 ns,5.05 ns,"495,424",15.00,1.01,Same,0.00,2,169.38 uj,83916053.13 uj
Jil_Deserialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,263.5 ns",4.11 ns,3.84 ns,"442,363",15.00,1.14,Slower,0.00,3,192.38 uj,85102056.60 uj
Newtonsoft_Deserialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"3,620.3 ns",2.98 ns,2.79 ns,"275,168",15.00,1.82,Slower,0.00,4,312.96 uj,86116474.73 uj
SpanJson_Serialize_Large,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"162,268.4 ns",712.26 ns,666.25 ns,"6,267",15.00,0.86,Faster,0.00,1,11895.04 uj,74546236.53 uj
STJ_Serialize_Large,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"188,693.1 ns",447.27 ns,418.38 ns,"5,312",15.00,1.00,Baseline,0.00,2,17516.73 uj,93048874.67 uj
Utf8Json_Serialize_Large,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"279,825.0 ns",614.86 ns,575.14 ns,"3,584",15.00,1.48,Slower,0.00,3,27261.95 uj,97706838.13 uj
Jil_Serialize_Large,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"285,193.9 ns","1,034.74 ns",967.90 ns,"3,516",15.00,1.51,Slower,0.01,3,24299.64 uj,85437517.27 uj
Newtonsoft_Serialize_Large,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"295,328.5 ns",404.72 ns,378.58 ns,"3,392",15.00,1.57,Slower,0.00,4,24738.47 uj,83912887.47 uj
Jil_Serialize_Medium,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,346.1 ns",112.30 ns,105.04 ns,"26,777",15.00,0.83,Faster,0.00,1,3216.16 uj,86119225.33 uj
SpanJson_Serialize_Medium,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"39,691.3 ns",115.43 ns,107.97 ns,"25,197",15.00,0.88,Faster,0.00,2,2545.55 uj,64140184.20 uj
STJ_Serialize_Medium,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"45,025.8 ns",90.96 ns,85.08 ns,"21,952",15.00,1.00,Baseline,0.00,3,3910.87 uj,85851472.93 uj
Newtonsoft_Serialize_Medium,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"56,087.4 ns",178.34 ns,166.82 ns,"17,920",15.00,1.25,Slower,0.00,4,4740.71 uj,84953493.40 uj
Utf8Json_Serialize_Medium,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"58,227.7 ns","2,058.47 ns","1,925.49 ns","17,296",15.00,1.29,Slower,0.04,4,4690.22 uj,81122127.07 uj
Utf8Json_Serialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,886.2 ns,2.58 ns,2.41 ns,"1,145,104",15.00,0.70,Faster,0.00,1,75.67 uj,86644370.53 uj
SpanJson_Serialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,196.2 ns",2.53 ns,2.36 ns,"835,856",15.00,0.94,Faster,0.00,2,78.95 uj,65988478.53 uj
STJ_Serialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,266.2 ns",3.02 ns,2.82 ns,"792,576",15.00,1.00,Baseline,0.00,3,111.64 uj,88485784.13 uj
Jil_Serialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,709.6 ns",2.81 ns,2.63 ns,"585,074",15.00,1.35,Slower,0.00,4,150.91 uj,88293662.13 uj
Newtonsoft_Serialize_Small,Overhead-Fixed-Energy-2,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,203.3 ns",10.49 ns,9.81 ns,"453,584",15.00,1.74,Slower,0.01,5,193.65 uj,87837173.60 uj
