Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Mean,Error,StdDev,Operations,Iterations,Ratio,MannWhitney(3%),RatioSD,Rank
Utf8Json_Serialize_Large,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"277,825.3 ns",863.07 ns,807.31 ns,"3,632",15.00,1.48,Slower,0.01,3
Jil_Serialize_Large,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"283,688.5 ns",293.91 ns,274.92 ns,"3,532",15.00,1.52,Slower,0.00,3
Newtonsoft_Serialize_Large,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"308,002.1 ns",317.36 ns,296.86 ns,"3,248",15.00,1.65,Slower,0.00,4
Jil_Serialize_Medium,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"37,499.7 ns",153.01 ns,143.12 ns,"26,742",15.00,0.82,Faster,0.00,1
SpanJson_Serialize_Medium,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"39,793.4 ns",311.11 ns,291.02 ns,"26,042",15.00,0.87,Faster,0.01,2
STJ_Serialize_Medium,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"45,548.8 ns",84.16 ns,78.72 ns,"22,016",15.00,1.00,Baseline,0.00,3
Newtonsoft_Serialize_Medium,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"52,497.0 ns",121.41 ns,113.57 ns,"19,104",15.00,1.15,Slower,0.00,4
Utf8Json_Serialize_Medium,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"61,477.0 ns","1,188.31 ns","1,111.55 ns","16,544",15.00,1.35,Slower,0.02,5
Utf8Json_Serialize_Small,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,964.3 ns,0.93 ns,0.87 ns,"1,032,144",15.00,0.73,Faster,0.00,1
SpanJson_Serialize_Small,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,207.3 ns",2.64 ns,2.47 ns,"826,464",15.00,0.92,Faster,0.00,2
STJ_Serialize_Small,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,318.8 ns",1.79 ns,1.67 ns,"755,856",15.00,1.00,Baseline,0.00,3
Jil_Serialize_Small,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"1,711.9 ns",2.81 ns,2.63 ns,"583,507",15.00,1.30,Slower,0.00,4
Newtonsoft_Serialize_Small,Overhead-Fixed-NoEnergy-1,False,Default,Default,Default,Default,Default,DontRemove,1111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,15,1s,1,Default,Default,Default,Default,Default,Default,16,6,"2,192.2 ns",4.18 ns,3.91 ns,"459,072",15.00,1.66,Slower,0.00,5
